"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
6253,Journal of the Iranian Chemical Society,J IRAN CHEM SOC,1735-207X,"2,452",1.742,1.524,1.475,0.325,271,3.7,8.5,0.002530,0.179,100.00,39.826,0.30164
6253,Zebrafish,ZEBRAFISH,1545-8547,"1,347",1.742,1.511,2.251,0.333,66,5.1,8.9,0.002840,0.596,93.94,53.786,0.33870
6261,ACM SIGCOMM Computer Communication Review,ACM SIGCOMM COMP COM,0146-4833,"8,109",1.740,1.660,6.779,0.333,33,7.9,5.2,0.013780,2.379,60.61,39.032,1.64025
6261,BMC Medical Genetics,BMC MED GENET,1471-2350,"2,951",1.740,1.667,2.051,0.272,217,6.7,8.2,0.005300,0.640,95.39,26.149,0.63054
6261,Dermatologic Therapy,DERMATOL THER,1396-0296,"1,753",1.740,1.636,1.619,0.238,80,7.7,6.6,0.002070,0.411,78.75,40.152,0.24737
6261,GENESIS,GENESIS,1526-954X,"4,174",1.740,1.661,2.239,0.552,58,10.2,10.2,0.004490,0.946,62.07,27.610,0.53477
6265,European Law Journal,EUR LAW J,1351-5993,"1,040",1.739,1.420,1.849,0.154,26,9.5,9.7,0.001200,0.477,100.00,75.338,0.14374
6265,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,TECHNOL ANAL STRATEG,0953-7325,"2,327",1.739,1.516,1.895,0.452,104,9.6,10.1,0.001510,0.308,100.00,35.714,0.18072
6267,INTERNATIONAL MIGRATION REVIEW,INT MIGR REV,0197-9183,"3,837",1.738,1.692,3.058,0.795,39,10.3,10.1,0.003220,1.430,100.00,63.793,0.38411
6267,JOURNAL OF VERTEBRATE PALEONTOLOGY,J VERTEBR PALEONTOL,0272-4634,"5,244",1.738,1.640,2.062,0.441,59,10.1,10.3,0.005030,0.651,100.00,78.070,0.59859
6269,AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,AM J PHARM EDUC,0002-9459,"4,209",1.737,1.263,2.203,0.257,101,7.3,7.7,0.002090,0.214,92.08,37.079,0.24957
6269,Crime Media Culture,CRIME MEDIA CULT,1741-6590,426,1.737,1.421,1.667,0.833,24,7.2,8.8,0.000580,0.495,100.00,65.107,0.06995
6269,Hemodialysis International,HEMODIAL INT,1492-7535,"1,645",1.737,1.596,1.667,0.480,98,5.6,8.9,0.002780,0.420,76.53,36.875,0.33141
6269,Journal of Refugee Studies,J REFUG STUD,0951-6328,"1,397",1.737,1.561,2.204,0.394,33,10.0,8.1,0.001270,0.678,100.00,70.450,0.15130
6273,CULTURAL GEOGRAPHIES,CULT GEOGR,1474-4740,"1,148",1.736,1.653,2.674,0.310,29,7.0,9.0,0.002280,0.923,100.00,37.201,0.27127
6273,EUROPEAN JOURNAL OF MEDICAL RESEARCH,EUR J MED RES,0949-2321,"1,572",1.736,1.681,1.721,0.237,59,8.5,8.4,0.001550,0.385,91.53,26.103,0.18466
6273,HYPERTENSION IN PREGNANCY,HYPERTENS PREGNANCY,1064-1955,"1,246",1.736,1.660,1.833,0.200,30,8.6,8.4,0.001590,0.504,100.00,29.660,0.19015
6273,Journal of Pediatric Urology,J PEDIATR UROL,1477-5131,"2,807",1.736,1.428,1.715,0.517,207,4.5,8.4,0.005580,0.396,89.86,44.013,0.66438
6273,LETHAIA,LETHAIA,0024-1164,"2,286",1.736,1.632,1.788,1.087,46,10.2,10.2,0.001620,0.553,97.83,76.316,0.19302
6273,MATERNAL AND CHILD HEALTH JOURNAL,MATERN CHILD HLTH J,1092-7875,"5,766",1.736,1.661,2.257,0.402,214,5.6,8.1,0.014240,0.802,97.66,55.183,1.69466
6273,Respiratory Care,RESP CARE,0020-1324,"5,098",1.736,1.511,2.153,0.655,165,6.6,8.1,0.007210,0.532,89.09,20.491,0.85882
6280,JOURNAL OF MUSIC THERAPY,J MUSIC THER,0022-2917,810,1.735,1.618,2.000,0.294,17,10.2,9.1,0.000400,0.376,100.00,70.290,0.04780
6280,Nondestructive Testing and Evaluation,NONDESTRUCT TEST EVA,1058-9759,427,1.735,1.694,1.457,0.469,32,6.3,8.6,0.000590,0.357,96.88,56.061,0.07116
6280,Personal and Ubiquitous Computing,PERS UBIQUIT COMPUT,1617-4909,"2,371",1.735,1.571,2.061,1.034,88,6.0,6.2,0.002680,0.385,100.00,39.364,0.31910
6280,VANDERBILT LAW REVIEW,VANDERBILT LAW REV,0042-2533,"1,521",1.735,1.590,2.231,0.674,46,10.1,9.6,0.002160,0.823,100.00,74.662,0.25721
6284,ACM Transactions on Computer-Human Interaction,ACM T COMPUT-HUM INT,1073-0516,"1,111",1.734,1.641,2.702,0.541,37,7.3,7.8,0.001490,0.706,97.30,46.045,0.17843
6284,INTERNATIONAL JOURNAL OF ORAL & MAXILLOFACIAL IMPLANTS,INT J ORAL MAX IMPL,0882-2786,"8,188",1.734,1.552,2.451,0.302,159,10.0,9.0,0.008700,0.709,88.05,56.593,1.03509
6284,Journal of Immunotoxicology,J IMMUNOTOXICOL,1547-691X,918,1.734,1.711,2.110,0.545,11,4.8,9.1,0.001720,0.481,100.00,19.892,0.20534
6287,Geothermal Energy,GEOTHERM ENERGY,2195-9706,211,1.732,1.293,Not Available,0.448,29,3.4,9.6,0.000690,Not Available,96.55,34.091,0.08257
6287,JOURNAL OF TOXICOLOGICAL SCIENCES,J TOXICOL SCI,0388-1350,"1,818",1.732,1.604,1.622,0.284,74,6.9,9.4,0.001930,0.325,94.59,18.817,0.22968
6287,Journal of English for Academic Purposes,J ENGL ACAD PURP,1475-1585,"1,221",1.732,1.268,2.327,0.596,52,8.3,10.0,0.001280,0.591,100.00,71.996,0.15306
6287,Journal of Marine Science and Engineering,J MAR SCI ENG,****-****,499,1.732,1.444,Not Available,0.468,154,2.5,8.7,0.001310,Not Available,97.40,49.242,0.15701
6287,Journal of Youth Studies,J YOUTH STUD,1367-6261,"1,972",1.732,1.494,2.159,0.341,82,6.9,9.5,0.002950,0.565,100.00,69.712,0.35166
6287,Mediterranean Politics,MEDITERR POLIT,1362-9395,477,1.732,1.554,1.373,2.300,20,5.9,7.4,0.000870,0.466,95.00,73.596,0.10390
6287,Personality and Mental Health,PERSONAL MENT HEALTH,1932-8621,435,1.732,1.429,1.832,0.893,28,4.6,10.0,0.000960,0.510,100.00,45.157,0.11457
6287,SYSTEMATIC AND APPLIED ACAROLOGY,SYST APPL ACAROL-UK,1362-1971,"1,034",1.732,0.923,1.545,0.443,167,2.8,10.2,0.002070,0.339,96.41,67.857,0.24727
6295,ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,ADSORPTION,0929-5607,"2,659",1.731,1.627,2.285,0.576,66,7.5,9.4,0.002630,0.418,100.00,37.752,0.31304
6295,MAGNETIC RESONANCE IN CHEMISTRY,MAGN RESON CHEM,0749-1581,"3,826",1.731,1.422,1.561,1.095,105,10.1,9.3,0.002580,0.320,90.48,36.656,0.30795
6295,Small-Scale Forestry,SMALL-SCALE FOR,1873-7617,524,1.731,1.403,1.647,0.406,32,5.5,8.8,0.000720,0.322,100.00,58.955,0.08592
6295,Turkish Journal of Agriculture and Forestry,TURK J AGRIC FOR,1300-011X,"1,599",1.731,1.586,1.526,0.063,48,7.5,10.1,0.001850,0.322,100.00,64.607,0.22031
6299,BIOMARKERS,BIOMARKERS,1354-750X,"2,126",1.730,1.668,1.863,0.745,98,6.6,7.8,0.002830,0.466,92.86,23.223,0.33737
6299,EDUCATIONAL REVIEW,EDUC REV,0013-1911,"1,144",1.730,1.603,2.262,0.553,38,9.8,9.5,0.000950,0.497,94.74,60.700,0.11316
6299,INHALATION TOXICOLOGY,INHAL TOXICOL,0895-8378,"3,661",1.730,1.603,2.172,0.214,56,9.9,8.5,0.002620,0.519,92.86,17.742,0.31209
6302,CORNELL LAW REVIEW,CORNELL LAW REV,0010-8847,"1,344",1.729,1.695,1.943,0.667,30,10.1,7.6,0.001550,0.747,100.00,73.986,0.18528
6302,Distance Education,DISTANCE EDUC,0158-7919,831,1.729,1.417,2.844,0.212,33,7.1,8.1,0.000730,0.457,96.97,60.288,0.08753
6302,FISH PHYSIOLOGY AND BIOCHEMISTRY,FISH PHYSIOL BIOCHEM,0920-1742,"4,223",1.729,1.651,1.832,0.488,127,8.2,10.1,0.003940,0.415,97.64,32.370,0.46938
6302,Macromolecular Reaction Engineering,MACROMOL REACT ENG,1862-832X,822,1.729,1.500,1.735,0.705,44,5.2,10.3,0.001130,0.334,95.45,46.071,0.13499
6302,NONLINEARITY,NONLINEARITY,0951-7715,"4,984",1.729,1.617,1.973,0.372,215,9.0,10.2,0.014390,1.363,100.00,74.469,1.71276
6307,HASTINGS CENTER REPORT,HASTINGS CENT REP,0093-0334,"1,531",1.728,1.670,1.763,0.767,73,10.0,6.3,0.002820,0.757,98.63,60.405,0.33654
6307,HASTINGS CENTER REPORT,HASTINGS CENT REP,0093-0334,"1,531",1.728,1.670,1.763,0.767,73,10.0,6.3,0.002820,0.757,98.63,60.405,0.33654
6307,JOURNAL OF CLINICAL LABORATORY ANALYSIS,J CLIN LAB ANAL,0887-8013,"2,075",1.728,1.640,1.604,0.659,331,5.1,7.6,0.002750,0.360,99.70,32.759,0.32719
6310,European Transport Research Review,EUR TRANSP RES REV,1867-0717,481,1.727,1.364,1.876,0.328,58,3.9,7.2,0.000830,0.359,94.83,34.140,0.09973
6310,European Transport Research Review,EUR TRANSP RES REV,1867-0717,481,1.727,1.364,1.876,0.328,58,3.9,7.2,0.000830,0.359,94.83,34.140,0.09973
6310,Fottea,FOTTEA,1802-5439,475,1.727,1.636,2.107,1.053,19,6.0,10.1,0.000800,0.594,100.00,56.360,0.09606
6310,International Journal of Mining Reclamation and Environment,INT J MIN RECLAM ENV,1748-0930,398,1.727,1.636,1.335,0.857,35,4.7,10.1,0.000490,0.244,97.14,48.092,0.05932
6310,Journal of Chemistry,J CHEM-NY,2090-9063,"3,172",1.727,1.692,1.581,0.350,226,3.8,8.6,0.006790,0.280,96.46,38.663,0.80800
6310,Progress in Tumor Research,PROG TUMOR RES,0079-6263,46,1.727,1.727,1.586,0.000,9,Not Available,6.1,0.000180,0.475,0.00,12.826,0.02163
6310,TIME & SOCIETY,TIME SOC,0961-463X,728,1.727,1.727,2.009,0.667,18,10.0,10.3,0.000970,0.687,88.89,68.750,0.11549
6317,Clinical Spine Surgery,CLIN SPINE SURG,2380-0186,848,1.726,1.666,1.730,0.392,153,1.9,8.3,0.003160,0.530,85.62,34.477,0.37654
6317,Italian Journal of Pediatrics,ITAL J PEDIATR,1720-8424,"1,466",1.726,1.462,2.125,0.426,141,4.5,6.9,0.003000,0.481,64.54,51.600,0.35743
6319,BIRD CONSERVATION INTERNATIONAL,BIRD CONSERV INT,0959-2709,"1,046",1.725,1.613,1.541,0.735,49,7.7,10.1,0.001380,0.508,93.88,62.455,0.16515
6319,IEEE COMPUTER GRAPHICS AND APPLICATIONS,IEEE COMPUT GRAPH,0272-1716,"2,631",1.725,1.637,2.028,0.189,53,10.3,6.5,0.001560,0.562,100.00,57.477,0.18617
6319,JOURNAL OF APPLIED GENETICS,J APPL GENET,1234-1983,"1,249",1.725,1.692,1.973,0.442,52,6.3,9.1,0.001970,0.515,80.77,26.543,0.23550
6319,JOURNAL OF SEX & MARITAL THERAPY,J SEX MARITAL THER,0092-623X,"2,371",1.725,1.549,2.128,0.765,51,10.3,10.0,0.001810,0.605,98.04,54.181,0.21588
6319,Musculoskeletal Science and Practice,MUSCULOSKEL SCI PRAC,2468-7812,219,1.725,1.490,1.725,0.467,90,1.4,8.3,0.000470,0.351,87.78,54.615,0.05626
6324,PRIMARY CARE,PRIMARY CARE,0095-4543,"1,094",1.723,1.723,1.964,0.521,48,6.7,6.9,0.001530,0.469,0.00,46.768,0.18204
6324,REPRODUCTION FERTILITY AND DEVELOPMENT,REPROD FERT DEVELOP,1031-3613,"3,863",1.723,1.596,2.021,0.642,162,7.2,10.1,0.005250,0.533,93.21,40.433,0.62500
6324,Southeast European and Black Sea Studies,SE EUR BLACK SEA STU,1468-3857,365,1.723,1.492,1.141,2.586,29,3.0,5.8,0.000670,0.326,96.55,85.811,0.07984
6324,World Neurosurgery,WORLD NEUROSURG,1878-8750,"10,159",1.723,1.252,2.135,0.398,"2,308",2.7,8.7,0.023400,0.473,84.40,34.969,2.78471
6328,Educational Assessment Evaluation and Accountability,EDUC ASSESS EVAL ACC,1874-8597,420,1.722,1.194,1.851,0.313,16,7.7,9.0,0.000440,0.388,93.75,59.877,0.05300
6329,Discourse-Studies in the Cultural Politics of Education,DISCOURSE-ABINGDON,0159-6306,"1,439",1.721,1.612,2.041,0.651,63,7.1,8.3,0.002420,0.626,96.83,59.465,0.28905
6330,JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,J FLUID ENG-T ASME,0098-2202,"7,541",1.720,1.353,1.757,0.486,179,10.2,10.1,0.004240,0.398,100.00,47.674,0.50503
6330,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,J AM OIL CHEM SOC,0003-021X,"11,800",1.720,1.557,1.835,0.197,132,10.3,9.3,0.004130,0.354,93.94,51.408,0.49184
6330,MEDICINAL CHEMISTRY RESEARCH,MED CHEM RES,1054-2523,"4,558",1.720,1.638,1.580,0.468,220,4.9,8.7,0.006530,0.248,99.09,22.131,0.77729
6333,ACTA HISTOCHEMICA,ACTA HISTOCHEM,0065-1281,"2,054",1.719,1.592,1.594,0.525,99,6.0,10.1,0.002890,0.356,97.98,14.249,0.34426
6333,EXPERIMENTAL PARASITOLOGY,EXP PARASITOL,0014-4894,"5,808",1.719,1.612,1.825,0.341,138,8.7,9.7,0.005750,0.461,98.55,41.892,0.68449
6333,FACIES,FACIES,0172-9179,"1,604",1.719,1.491,1.768,0.345,29,10.2,10.3,0.001190,0.476,100.00,72.919,0.14217
6333,FEMINIST ECONOMICS,FEM ECON,1354-5701,"1,332",1.719,1.469,2.025,0.750,32,10.1,10.0,0.001350,0.645,100.00,74.053,0.16120
6337,JOURNAL OF ULTRASOUND IN MEDICINE,J ULTRAS MED,0278-4297,"6,688",1.718,1.586,1.848,0.391,302,8.2,8.3,0.008860,0.519,95.70,45.086,1.05400
6338,British Food Journal,BRIT FOOD J,0007-070X,"3,864",1.717,1.369,1.952,0.178,208,7.6,8.0,0.002900,0.277,97.60,49.259,0.34557
6338,JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,J COMPUT INF SCI ENG,1530-9827,897,1.717,1.478,1.620,0.426,54,7.8,9.7,0.000890,0.313,94.44,31.464,0.10604
6338,Journal of Operational Oceanography,J OPER OCEANOGR,1755-876X,319,1.717,1.391,2.620,0.250,12,3.6,6.9,0.001040,0.859,100.00,40.433,0.12418
6338,PUBLIC CULTURE,PUBLIC CULTURE,0899-2363,"1,769",1.717,1.609,2.679,0.227,22,10.3,10.0,0.001870,1.265,100.00,83.896,0.22253
6338,REAL-TIME SYSTEMS,REAL-TIME SYST,0922-6443,866,1.717,1.435,2.056,0.435,23,10.1,8.9,0.001000,0.704,100.00,58.571,0.11936
6338,Systems Biology in Reproductive Medicine,SYST BIOL REPROD MED,1939-6368,716,1.717,1.630,1.740,0.521,48,4.8,8.9,0.001250,0.386,75.00,18.473,0.14921
6344,ChemistrySelect,CHEMISTRYSELECT,2365-6549,"5,438",1.716,1.538,1.716,0.397,"1,908",1.7,6.7,0.010020,0.279,97.59,38.081,1.19278
6344,EUROPEAN JOURNAL OF MARKETING,EUR J MARKETING,0309-0566,"7,137",1.716,1.455,2.549,0.413,109,10.2,10.1,0.002800,0.435,90.83,32.993,0.33326
6344,EUROPEAN JOURNAL OF OPHTHALMOLOGY,EUR J OPHTHALMOL,1120-6721,"2,405",1.716,1.648,1.379,0.413,121,7.4,8.5,0.003170,0.368,95.04,45.833,0.37796
6344,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,J EXP ZOOL PART B,1552-5007,"1,425",1.716,1.557,2.108,0.639,36,8.3,10.0,0.002300,0.724,97.22,40.140,0.27424
6344,JOURNAL OF KOREAN MEDICAL SCIENCE,J KOREAN MED SCI,1011-8934,"5,879",1.716,1.583,1.748,0.401,284,6.5,7.9,0.008930,0.456,95.77,53.438,1.06256
6344,Journal of Esthetic and Restorative Dentistry,J ESTHET RESTOR DENT,1496-4155,"1,167",1.716,1.523,2.008,0.213,80,7.2,9.2,0.001540,0.494,85.00,55.495,0.18325
6344,MACHINING SCIENCE AND TECHNOLOGY,MACH SCI TECHNOL,1091-0344,"1,014",1.716,1.612,2.052,0.431,51,9.0,9.6,0.000780,0.389,92.16,35.684,0.09349
6351,Medical Education Online,MED EDUC ONLINE,1087-2981,795,1.715,1.650,1.892,0.120,50,4.5,7.8,0.002170,0.594,92.00,59.053,0.25843
6351,TEACHING IN HIGHER EDUCATION,TEACH HIGH EDUC,1356-2517,"1,960",1.715,1.492,1.883,0.403,62,8.3,9.3,0.001710,0.370,100.00,59.053,0.20399
6353,ACM Transactions on Privacy and Security,ACM T PRIV SECUR,2471-2566,66,1.714,1.714,1.714,0.850,20,Not Available,6.6,0.000490,1.330,100.00,37.097,0.05848
6353,Australian Endodontic Journal,AUST ENDOD J,1329-1947,398,1.714,1.629,1.596,0.333,33,6.8,9.8,0.000580,0.424,63.64,54.396,0.06931
6353,Bulletin of Mathematical Sciences,B MATH SCI,1664-3607,166,1.714,1.679,1.770,0.625,16,4.0,10.4,0.001940,1.992,100.00,92.197,0.23155
6353,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,COMPUT LANG SYST STR,1477-8424,242,1.714,1.357,1.740,0.522,46,3.0,8.5,0.000610,0.448,100.00,56.542,0.07311
6353,Canadian Journal of Gastroenterology and Hepatology,CAN J GASTROENTEROL,2291-2789,"2,261",1.714,1.673,2.129,0.387,111,8.5,6.7,0.002790,0.635,70.27,13.690,0.33294
6353,DISPLAYS,DISPLAYS,0141-9382,"1,032",1.714,1.583,1.674,0.342,38,8.6,9.2,0.001130,0.365,100.00,43.481,0.13519
6353,JOURNAL OF PLASTIC FILM & SHEETING,J PLAST FILM SHEET,8756-0879,392,1.714,1.371,1.468,0.737,19,8.0,10.2,0.000250,0.207,84.21,32.500,0.03058
6353,Journal of Industrial Relations,J IND RELAT,0022-1856,701,1.714,1.271,1.575,0.419,31,6.7,6.8,0.000980,0.400,100.00,64.815,0.11688
6353,Nutrition Research and Practice,NUTR RES PRACT,1976-1457,"1,331",1.714,1.650,1.833,0.200,60,5.4,8.8,0.001900,0.364,98.33,25.862,0.22648
6353,Sports Biomechanics,SPORT BIOMECH,1476-3141,889,1.714,1.631,1.989,0.814,43,6.4,9.8,0.001360,0.549,100.00,33.061,0.16212
6363,Ecological Complexity,ECOL COMPLEX,1476-945X,"1,743",1.713,1.556,2.226,0.522,69,7.5,10.1,0.002550,0.674,100.00,39.091,0.30369
6363,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,INT J INTERCULT REL,0147-1767,"3,564",1.713,1.366,2.197,0.414,58,10.1,10.0,0.002750,0.596,94.83,60.615,0.32772
6363,MEMORY,MEMORY,0965-8211,"3,429",1.713,1.492,1.940,0.441,127,9.3,10.1,0.004820,0.724,92.13,38.068,0.57350
6366,JOURNAL OF ADDICTIVE DISEASES,J ADDICT DIS,1055-0887,"1,083",1.712,1.712,1.781,Not Available,0,Not Available,8.7,0.001440,0.649,Not Available,32.857,0.17234
6366,MOLECULAR BIOTECHNOLOGY,MOL BIOTECHNOL,1073-6085,"2,848",1.712,1.674,1.842,0.449,89,8.9,8.1,0.003060,0.448,79.78,22.681,0.36452
6366,Technology Pedagogy and Education,TECHNOL PEDAGOG EDUC,1475-939X,476,1.712,1.534,1.865,0.250,40,4.6,8.8,0.000570,0.281,97.50,58.230,0.06897
6369,EUROPEAN ECONOMIC REVIEW,EUR ECON REV,0014-2921,"6,848",1.711,1.636,2.018,0.576,125,10.2,9.1,0.013090,1.590,99.20,64.876,1.55820
6369,JOURNAL OF SPINAL CORD MEDICINE,J SPINAL CORD MED,1079-0268,"2,488",1.711,1.624,2.005,0.741,85,7.4,10.0,0.003110,0.563,90.59,23.869,0.37082
6369,Journal of Spatial Science,J SPAT SCI,1449-8596,356,1.711,1.667,1.393,0.478,23,6.6,8.2,0.000430,0.292,52.17,35.000,0.05136
6369,METEOROLOGICAL APPLICATIONS,METEOROL APPL,1350-4827,"1,884",1.711,1.585,1.893,0.333,63,8.2,10.1,0.002860,0.598,100.00,31.977,0.34085
6373,Finance Research Letters,FINANC RES LETT,1544-6123,"1,081",1.709,1.421,1.467,0.648,159,2.6,9.2,0.002000,0.307,100.00,57.767,0.23795
6374,ARCTIC ANTARCTIC AND ALPINE RESEARCH,ARCT ANTARCT ALP RES,1523-0430,"3,177",1.708,1.596,2.125,1.018,55,10.2,9.7,0.002370,0.659,100.00,34.129,0.28263
6374,EPISODES,EPISODES,0705-3797,"2,148",1.708,1.611,2.790,0.143,21,10.3,9.8,0.001810,0.850,95.24,39.031,0.21626
6374,JOURNAL OF COMPARATIVE ECONOMICS,J COMP ECON,0147-5967,"2,713",1.708,1.549,2.322,0.211,76,10.1,10.0,0.003790,0.914,98.68,64.601,0.45089
6377,IRANIAN POLYMER JOURNAL,IRAN POLYM J,1026-1265,"1,835",1.707,1.431,1.776,0.202,94,6.4,6.4,0.001650,0.262,100.00,44.253,0.19635
6377,JOURNAL OF CAREER ASSESSMENT,J CAREER ASSESSMENT,1069-0727,"1,492",1.707,1.533,1.929,0.409,44,9.6,10.1,0.001850,0.625,93.18,48.171,0.22075
6377,PEDIATRIC EXERCISE SCIENCE,PEDIATR EXERC SCI,0899-8493,"1,874",1.707,1.534,1.875,0.457,70,8.9,9.0,0.002020,0.520,98.57,36.394,0.24112
6377,TELECOMMUNICATION SYSTEMS,TELECOMMUN SYST,1018-4864,"1,757",1.707,1.532,1.340,0.587,138,5.1,7.0,0.002210,0.207,99.28,39.205,0.26400
6381,AMERICAN JOURNAL OF MANAGED CARE,AM J MANAG CARE,1088-0224,"4,414",1.706,1.637,1.920,0.277,155,7.5,5.7,0.009740,0.852,97.42,42.957,1.15906
6381,AMERICAN JOURNAL OF MANAGED CARE,AM J MANAG CARE,1088-0224,"4,414",1.706,1.637,1.920,0.277,155,7.5,5.7,0.009740,0.852,97.42,42.957,1.15906
6381,SECURITY STUDIES,SECUR STUD,0963-6412,931,1.706,1.569,2.121,0.542,24,9.3,10.1,0.002450,1.409,100.00,70.879,0.29217
6384,Aquatic Invasions,AQUAT INVASIONS,1798-6540,"1,429",1.705,1.568,2.534,1.364,44,6.8,10.2,0.001890,0.655,93.18,46.326,0.22525
6384,Cambridge Journal of Education,CAMB J EDUC,0305-764X,"1,196",1.705,1.689,2.242,0.500,44,9.7,10.0,0.001230,0.628,97.73,57.819,0.14710
6384,INTERNATIONAL FORESTRY REVIEW,INT FOREST REV,1465-5489,"1,056",1.705,1.558,1.803,0.054,37,7.5,7.9,0.001320,0.423,97.30,57.463,0.15800
6384,POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING,POLYM-PLAST TECHNOL,0360-2559,"3,328",1.705,1.530,Not Available,0.630,165,6.4,8.5,0.002690,Not Available,91.52,43.103,0.32072
6388,ENGLISH FOR SPECIFIC PURPOSES,ENGL SPECIF PURP,0889-4906,"1,683",1.704,1.481,2.224,0.636,22,10.2,10.1,0.000840,0.480,100.00,82.337,0.10109
6388,JOURNAL OF SEA RESEARCH,J SEA RES,1385-1101,"3,458",1.704,1.545,2.222,0.481,108,7.8,10.1,0.004900,0.615,100.00,49.726,0.58350
6388,Saudi Journal of Gastroenterology,SAUDI J GASTROENTERO,1319-3767,930,1.704,1.609,1.693,0.510,49,5.7,6.8,0.001420,0.400,83.67,12.500,0.16954
6388,Water Alternatives-An Interdisciplinary Journal on Water Politics and Development,WATER ALTERN,1965-0175,956,1.704,1.556,2.733,0.383,47,5.6,8.3,0.001480,0.640,100.00,33.633,0.17698
6388,Water Alternatives-An Interdisciplinary Journal on Water Politics and Development,WATER ALTERN,1965-0175,956,1.704,1.556,2.733,0.383,47,5.6,8.3,0.001480,0.640,100.00,33.633,0.17698
6393,ANNALS OF APPLIED PROBABILITY,ANN APPL PROBAB,1050-5164,"3,272",1.703,1.589,2.013,0.380,100,10.1,10.1,0.012180,2.014,100.00,71.138,1.44931
6393,CANADIAN JOURNAL OF FOREST RESEARCH,CAN J FOREST RES,0045-5067,"11,986",1.703,1.541,2.635,0.487,156,10.3,10.1,0.006240,0.696,95.51,55.970,0.74258
6393,HEAT TRANSFER ENGINEERING,HEAT TRANSFER ENG,0145-7632,"3,136",1.703,1.350,1.637,0.448,143,8.3,9.7,0.002640,0.306,99.30,46.374,0.31486
6393,JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,J ANIM PHYSIOL AN N,0931-2439,"3,041",1.703,1.532,1.786,0.416,296,6.3,10.1,0.004140,0.421,96.28,76.235,0.49352
6393,SOCIAL INDICATORS RESEARCH,SOC INDIC RES,0303-8300,"9,170",1.703,1.398,2.353,0.556,333,8.0,10.0,0.012070,0.614,98.80,66.690,1.43684
6393,Studies in Conflict & Terrorism,STUD CONFL TERROR,1057-610X,"1,111",1.703,1.595,1.651,0.520,50,7.4,9.9,0.002310,0.638,98.00,65.430,0.27568
6399,Aslib Journal of Information Management,ASLIB J INFORM MANAG,2050-3806,297,1.702,1.452,1.818,0.378,37,2.9,7.1,0.000760,0.375,100.00,47.720,0.09071
6399,Aslib Journal of Information Management,ASLIB J INFORM MANAG,2050-3806,297,1.702,1.452,1.818,0.378,37,2.9,7.1,0.000760,0.375,100.00,47.720,0.09071
6399,JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,J MUSCLE RES CELL M,0142-4319,"1,408",1.702,1.617,2.383,0.125,8,10.2,10.2,0.001430,0.770,100.00,13.731,0.17053
6399,POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,POP STUD-J DEMOG,0032-4728,"1,622",1.702,1.702,1.992,0.208,24,10.3,10.1,0.001750,1.108,100.00,56.897,0.20890
6403,AUSTRALASIAN JOURNAL OF DERMATOLOGY,AUSTRALAS J DERMATOL,0004-8380,"1,690",1.701,1.541,1.622,0.759,83,6.5,8.0,0.002570,0.438,81.93,38.636,0.30643
6403,COASTAL MANAGEMENT,COAST MANAGE,0892-0753,"1,035",1.701,1.552,1.811,0.455,33,9.4,7.8,0.001120,0.521,96.97,30.577,0.13426
6403,COASTAL MANAGEMENT,COAST MANAGE,0892-0753,"1,035",1.701,1.552,1.811,0.455,33,9.4,7.8,0.001120,0.521,96.97,30.577,0.13426
6403,Contributions to Nephrology,CONTRIB NEPHROL,0302-5144,"1,390",1.701,1.608,1.700,0.242,99,7.9,7.2,0.001400,0.476,100.00,34.375,0.16682
6403,Frontiers in Energy,FRONT ENERGY,2095-1701,463,1.701,1.670,Not Available,0.560,50,3.6,5.7,0.000830,Not Available,70.00,27.670,0.09985
6403,Frontiers of Materials Science,FRONT MATER SCI,2095-025X,611,1.701,1.598,2.079,0.317,41,4.4,5.9,0.001020,0.363,92.68,34.300,0.12211
6403,PHYSIOLOGICAL RESEARCH,PHYSIOL RES,0862-8408,"3,313",1.701,1.494,1.669,0.256,160,8.1,8.7,0.003610,0.361,81.25,21.605,0.42973
